action,driver.attackState,driver.bImpactDone,driver.cooldownRemaining,driver.stateTimer,knockout.bPlayerKO,knockout.bPlayerRagdolled,knockout.bVanguardKO,knockout.bVanguardRagdolled,mover.bCrossingActive,mover.bExternalMovementLocked,mover.currentSideSign,mover.movementIntent,phase,player.bIsAttacking,player.currentHealth,player.x,player.y,player.z,t,tick,vanguard.health,vanguard.x,vanguard.y,vanguard.z
punch,0,False,2.748023934662342,0.6666668057441711,False,False,True,True,False,False,1,2,punch_loop,True,80,688.1290731462032,35.48032612417724,92.15000066660988,46.996,22,0,650,26.382267686071188,90
punch,0,False,2.748023934662342,0.6666668057441711,False,False,True,True,False,False,1,2,punch_loop,True,80,601.3125462576743,14.764835512551773,92.15000066660988,49.33,23,0,650,26.382267686071188,90
punch,0,False,2.748023934662342,0.6666668057441711,False,False,True,True,False,False,1,2,punch_loop,True,80,688.1290696551291,35.48034075481455,92.15000066660988,51.662,24,0,650,26.382267686071188,90
punch,0,False,2.748023934662342,0.6666668057441711,False,False,True,True,False,False,1,2,punch_loop,False,80,601.3125440703284,14.764844679491695,92.15000066660988,53.997,25,0,650,26.382267686071188,90
punch,0,False,2.748023934662342,0.6666668057441711,False,False,True,True,False,False,1,2,punch_loop,True,80,688.129072564338,35.48032856261241,92.15000066660988,55.995,26,0,650,26.382267686071188,90
punch,0,False,2.748023934662342,0.6666668057441711,False,False,True,True,False,False,1,2,punch_loop,True,80,601.312545912868,14.76483695759159,92.15000066660988,58.662,27,0,650,26.382267686071188,90
punch,0,False,2.748023934662342,0.6666668057441711,False,False,True,True,False,False,1,2,jump_punch_mix,True,80,688.12907023697,35.48033831637406,92.15000066660988,61.33,28,0,650,26.382267686071188,90
punch,0,False,2.748023934662342,0.6666668057441711,False,False,True,True,False,False,1,2,jump_punch_mix,True,80,601.3125444151252,14.764843234450058,92.15000066660988,63.663,29,0,650,26.382267686071188,90
jump,0,False,2.748023934662342,0.6666668057441711,False,False,True,True,False,False,1,2,jump_punch_mix,False,80,601.3125444151252,14.764843234450058,92.15000255578943,66.33,30,0,650,26.382267686071188,90
punch,0,False,2.748023934662342,0.6666668057441711,False,False,True,True,False,False,1,2,jump_punch_mix,True,80,688.1290719824892,35.48033100105125,92.15000255578943,68.996,31,0,650,26.382267686071188,90
none,0,False,2.748023934662342,0.6666668057441711,False,False,True,True,False,False,1,2,idle_tail,False,80,688.1290719824892,35.48033100105125,92.15000255578943,71.329,32,0,650,26.382267686071188,90
none,0,False,2.748023934662342,0.6666668057441711,False,False,True,True,False,False,1,2,idle_tail,False,80,688.1290719824892,35.48033100105125,92.15000255578943,72.664,33,0,650,26.382267686071188,90
none,0,False,2.748023934662342,0.6666668057441711,False,False,True,True,False,False,1,2,idle_tail,False,80,688.1290719824892,35.48033100105125,92.15000255578943,74.996,34,0,650,26.382267686071188,90
none,0,False,2.748023934662342,0.6666668057441711,False,False,True,True,False,False,1,2,idle_tail,False,80,688.1290719824892,35.48033100105125,92.15000255578943,76.996,35,0,650,26.382267686071188,90
